tripletId,ans1,ans2,ans3
t2794,b,b,a
t2795,b,b,b
t2796,b,b,b
t2797,a,b,a
t2798,a,a,a
t2799,b,b,a
t2800,b,b,b
t2801,b,a,a
t2802,b,b,a
t2803,a,a,b
t2804,b,b,b
t2805,b,b,a
t2806,b,b,a
t2807,a,a,a
t2808,a,a,a
t2809,b,b,a
t2810,b,b,a
t2811,a,b,b
t2812,b,b,b
t2813,a,a,a
t2814,a,b,a
t2815,b,b,b
t2816,b,b,b
t2817,a,a,b
t2818,b,a,a
t2819,b,b,a
t2820,a,b,b
t2821,a,a,a
t2822,b,b,a
t2823,a,b,a
t2824,a,a,a
t2825,b,b,a
t2826,b,b,a
t2827,a,a,b
t2828,a,a,b
t2829,b,b,a
t2830,a,b,b
t2831,b,a,a
t2832,a,b,b
t2833,a,a,a
t2834,a,b,a
t2835,a,b,b
t2836,b,b,b
t2837,a,b,a
t2838,a,a,a
t2839,b,a,b
t2840,b,b,b
t2841,b,a,a
t2842,a,b,a
t2843,a,b,b
t2844,a,b,b
t2845,b,b,a
t2846,b,b,a
t2847,a,a,b
t2848,a,a,b
t2849,b,b,b
t2850,b,b,a
t2851,a,a,b
t2852,b,b,b
t2853,a,a,a
t2854,a,b,a
t2855,b,b,a
t2856,b,b,a
t2857,a,b,b
t2858,a,a,a
t2859,b,a,b
t2860,b,b,b
t2861,b,a,b
t2862,a,b,b
t2863,a,a,a
t2864,b,b,b
t2865,b,b,a
t2866,b,a,a
t2867,a,a,b
t2868,a,a,b
t2869,b,b,a
t2870,b,b,a
t2871,a,b,a
t2872,b,b,b
t2873,a,a,a
t2874,a,a,b
t2875,b,b,b
t2876,b,b,b
t2877,a,a,a
t2878,a,a,b
t2879,b,a,b
t2880,b,b,a
t2881,a,b,a
t2882,b,b,a
t2883,a,a,b
t2884,a,b,b
t2885,b,b,a
t2886,b,b,a
t2887,a,a,a
t2888,a,a,a
t2889,a,b,b
t2890,b,b,a
t2891,a,a,b
t2892,a,b,b
t2893,a,a,a
t2894,a,b,a
t2895,b,b,b
t2896,a,b,b
t2897,a,a,b
t2898,b,a,a
t2899,a,b,b
t2900,b,b,b
t2901,a,b,a
t2902,a,a,a
t2903,a,a,a
t2904,a,b,a
t2905,b,b,b
t2906,b,b,a
t2907,a,a,b
t2908,a,a,b
t2909,b,b,a
t2910,b,b,b
t2911,b,b,a
t2912,b,b,a
t2913,a,a,a
t2914,a,b,a
t2915,b,b,b
t2916,b,b,b
t2917,a,a,a
t2918,b,a,a
t2919,b,b,b
t2920,b,b,b
t2921,a,a,a
t2922,b,b,a
t2923,a,a,b
t2924,b,b,b
t2925,b,b,a
t2926,b,b,b
t2927,a,a,b
t2928,a,a,b
t2929,b,b,b
t2930,a,b,a
t2931,b,a,a
t2932,b,a,b
t2933,a,a,a
t2934,b,b,a
t2935,b,a,b
t2936,b,b,b
t2937,a,a,a
t2938,b,a,a
t2939,b,b,b
t2940,b,b,a
t2941,a,b,a
t2942,b,b,b
t2943,a,a,b
t2944,b,b,b
t2945,b,b,a
t2946,b,b,a
t2947,a,a,b
t2948,b,a,b
t2949,b,b,a
t2950,b,b,a
t2951,b,b,a
t2952,a,b,b
t2953,a,a,a
t2954,b,b,a
t2955,b,b,b
t2956,b,b,b
t2957,a,a,a
t2958,b,a,b
t2959,b,a,a
t2960,b,b,b
t2961,a,a,a
t2962,a,b,a
t2963,a,a,b
t2964,a,b,b
t2965,b,b,a
t2966,b,b,a
t2967,a,a,a
t2968,a,a,a
t2969,b,b,b
t2970,b,a,a
t2971,b,a,b
t2972,b,b,b
t2973,a,a,b
t2974,a,b,a
t2975,b,b,b
t2976,b,b,b
t2977,a,a,a
t2978,a,a,a
t2979,b,b,b
t2980,a,a,b
t2981,a,a,a
t2982,b,b,a
t2983,a,a,a
t2984,b,b,a
t2985,b,b,a
t2986,b,b,a
t2987,a,a,b
t2988,b,a,b
t2989,b,b,a
t2990,b,b,b
t2991,b,a,a
t2992,a,b,b
t2993,a,a,a
t2994,b,b,a
t2995,b,b,b
t2996,b,b,b
t2997,a,a,a
t2998,b,a,a
t2999,a,b,b
t3000,b,a,b
t3001,b,a,a
t3002,a,a,a
t3003,a,a,b
t3004,a,b,b
t3005,b,b,a
t3006,b,b,b
t3007,a,a,a
t3008,b,a,b
t3009,a,b,b
t3010,b,b,a
t3011,a,a,b
t3012,a,b,b
t3013,a,a,a
t3014,a,a,a
t3015,b,b,a
t3016,b,b,b
t3017,a,a,a
t3018,a,a,a
t3019,b,b,b
t3020,a,b,a
t3021,a,b,a
t3022,a,b,b
t3023,a,a,b
t3024,a,b,a
t3025,b,b,a
t3026,a,b,a
t3027,a,a,a
t3028,a,a,b
t3029,b,b,a
t3030,b,b,a
t3031,a,b,b
t3032,a,a,b
t3033,a,a,a
t3034,a,b,a
t3035,b,b,b
t3036,b,b,b
t3037,a,a,a
t3038,b,a,a
t3039,b,b,b
t3040,b,b,b
t3041,b,b,a
t3042,a,b,a
t3043,a,a,b
t3044,a,a,b
t3045,b,b,a
t3046,b,b,a
t3047,a,a,a
t3048,b,a,a
t3049,b,b,a
t3050,b,a,a
t3051,a,a,b
t3052,b,b,b
t3053,a,a,b
t3054,b,b,a
t3055,b,b,b
t3056,b,b,b
t3057,a,a,a
t3058,b,a,a
t3059,b,a,b
t3060,b,b,a
t3061,a,a,a
t3062,b,a,a
t3063,a,a,a
t3064,a,a,a
t3065,b,a,a
t3066,b,b,a
t3067,a,a,a
t3068,b,a,a
t3069,b,a,a
t3070,b,b,b
t3071,a,b,a
t3072,a,b,a
t3073,a,b,a
t3074,a,b,b
t3075,b,b,b
t3076,b,b,b
t3077,b,a,a
t3078,b,b,a
t3079,b,b,b
t3080,a,a,b
t3081,b,a,a
t3082,a,b,a
t3083,a,a,b
t3084,b,b,b
t3085,b,b,a
t3086,b,a,a
t3087,a,a,b
t3088,b,a,b
t3089,a,a,a
t3090,b,b,a
t3091,b,b,b
t3092,a,a,b
t3093,a,a,a
t3094,b,a,a
t3095,b,b,b
t3096,b,b,b
t3097,a,a,b
t3098,a,a,a
t3099,b,b,b
t3100,a,b,b
t3101,a,b,a
t3102,a,b,b
t3103,a,b,b
t3104,a,a,a
t3105,b,b,a
t3106,b,b,a
t3107,a,a,a
t3108,b,a,b
t3109,b,a,a
t3110,b,b,a
t3111,a,b,b
t3112,b,a,b
t3113,a,b,b
t3114,a,a,a
t3115,b,b,b
t3116,b,b,b
t3117,a,b,a
t3118,b,a,a
t3119,b,b,b
t3120,b,b,a
t3121,b,b,a
t3122,a,b,a
t3123,a,a,a
t3124,b,b,b
t3125,b,b,a
t3126,b,b,b
t3127,a,a,a
t3128,b,b,a
t3129,a,b,a
t3130,b,b,a
t3131,b,a,b
t3132,a,b,b
t3133,a,a,a
t3134,a,b,a
t3135,b,b,b
t3136,a,b,a
t3137,a,a,b
t3138,a,a,b
t3139,a,b,b
t3140,a,b,a
t3141,b,b,a
t3142,a,b,a
t3143,a,a,a
t3144,a,b,a
t3145,b,b,a
t3146,a,b,a
t3147,a,b,b
t3148,a,a,a
t3149,a,b,a
t3150,a,b,b
t3151,a,b,b
t3152,a,b,a
t3153,a,b,a
t3154,a,b,a
t3155,b,b,b
t3156,b,b,b
t3157,a,b,a
t3158,b,a,a
t3159,b,b,b
t3160,b,b,b
t3161,a,b,a
t3162,b,b,a
t3163,a,a,b
t3164,a,a,b
t3165,b,b,a
t3166,a,b,a
t3167,a,b,b
t3168,b,a,b
t3169,b,b,b
t3170,b,b,a
t3171,a,a,b
t3172,a,a,b
t3173,a,a,a
t3174,a,b,b
t3175,b,b,a
t3176,b,b,b
t3177,a,a,b
t3178,b,a,a
t3179,b,b,b
t3180,a,b,a
t3181,a,b,b
t3182,a,b,b
t3183,a,b,a
t3184,a,b,a
t3185,b,b,a
t3186,b,b,b
t3187,a,b,a
t3188,b,a,b
t3189,b,b,b
t3190,b,b,b
t3191,b,a,a
t3192,a,a,b
t3193,a,a,a
t3194,a,a,b
t3195,b,a,a
t3196,b,b,b
t3197,a,a,a
t3198,b,a,b
t3199,b,b,a
t3200,b,b,a
t3201,a,a,a
t3202,a,a,a
t3203,a,b,b
t3204,b,b,b
t3205,a,a,a
t3206,a,b,a
t3207,a,a,a
t3208,b,b,a
t3209,b,b,b
t3210,b,b,a
t3211,b,a,b
t3212,a,a,a
t3213,a,a,b
t3214,b,a,a
t3215,b,a,b
t3216,b,b,b
t3217,b,b,b
t3218,b,b,a
t3219,b,b,b
t3220,b,b,b
t3221,b,b,b
t3222,b,a,a
t3223,a,a,a
t3224,b,b,a
t3225,a,a,a
t3226,b,a,a
t3227,b,b,a
t3228,b,b,b
t3229,b,b,a
t3230,b,b,b
t3231,b,b,a
t3232,a,a,a
t3233,b,b,b
t3234,b,b,b
t3235,a,a,b
t3236,a,b,b
t3237,a,b,b
t3238,b,b,a
t3239,b,b,b
t3240,b,b,b
t3241,a,a,a
t3242,a,a,a
t3243,a,b,b
t3244,b,b,b
t3245,a,a,a
t3246,a,a,a
t3247,a,a,b
t3248,b,b,b
t3249,b,a,b
t3250,b,b,a
t3251,a,a,b
t3252,a,a,b
t3253,a,b,a
t3254,b,b,a
t3255,b,a,b
t3256,b,a,b
t3257,b,b,b
t3258,b,b,a
t3259,b,b,b
t3260,b,b,a
t3261,a,a,a
t3262,a,a,a
t3263,b,b,b
t3264,b,a,b
t3265,b,a,b
t3266,a,a,a
t3267,b,a,a
t3268,b,b,b
t3269,b,a,b
t3270,b,b,a
t3271,a,a,b
t3272,a,a,b
t3273,b,b,a
t3274,a,b,a
t3275,a,a,b
t3276,a,a,b
t3277,a,a,a
t3278,a,b,a
t3279,a,a,a
t3280,b,b,b
t3281,a,b,a
t3282,a,a,a
t3283,b,b,b
t3284,a,a,a
t3285,a,a,a
t3286,b,a,b
t3287,a,b,a
t3288,b,a,a
t3289,b,b,b
t3290,b,b,b
t3291,b,a,b
t3292,a,a,b
t3293,a,b,a
t3294,b,b,a
t3295,a,a,b
t3296,b,a,b
t3297,b,b,a
t3298,a,b,a
t3299,b,a,b
t3300,b,b,b
t3301,a,a,a
t3302,a,a,a
t3303,b,a,a
t3304,b,b,a
t3305,b,a,a
t3306,b,b,a
t3307,b,a,b
t3308,b,b,b
t3309,a,b,a
t3310,b,b,b
t3311,b,a,a
t3312,b,a,b
t3313,b,a,a
t3314,b,a,a
t3315,a,a,b
t3316,b,a,b
t3317,b,b,a
t3318,b,b,b
t3319,b,a,b
t3320,b,b,b
t3321,b,a,a
t3322,a,a,a
t3323,b,a,b
t3324,b,b,b
t3325,a,a,a
t3326,b,a,a
t3327,a,b,b
t3328,a,b,b
t3329,b,b,b
t3330,b,b,a
t3331,a,a,b
t3332,a,a,b
t3333,b,a,a
t3334,b,b,a
t3335,b,a,a
t3336,b,a,b
t3337,a,b,a
t3338,b,b,b
t3339,a,b,b
t3340,b,b,b
t3341,a,b,a
t3342,a,a,b
t3343,a,a,b
t3344,b,b,b
t3345,a,a,a
t3346,b,a,a
t3347,a,b,b
t3348,b,b,b
t3349,a,a,a
t3350,b,b,a
t3351,b,a,a
t3352,a,a,b
t3353,b,a,a
t3354,a,a,a
t3355,b,a,b
t3356,b,a,b
t3357,b,b,a
t3358,b,b,b
t3359,b,a,b
t3360,b,b,a
t3361,a,a,a
t3362,a,a,b
t3363,a,b,b
t3364,b,b,b
t3365,b,a,a
t3366,a,b,a
t3367,b,a,a
t3368,b,b,a
t3369,b,a,b
t3370,b,b,b
t3371,b,a,b
t3372,a,a,a
t3373,b,a,a
t3374,b,b,a
t3375,b,a,b
t3376,b,a,b
t3377,b,b,b
t3378,b,b,b
t3379,b,a,b
t3380,b,b,b
t3381,b,a,a
t3382,b,a,a
t3383,a,a,a
t3384,b,b,a
t3385,b,a,a
t3386,a,b,a
t3387,b,b,b
t3388,b,b,b
t3389,a,a,b
t3390,b,b,b
t3391,a,a,a
t3392,a,a,a
t3393,a,a,b
t3394,b,a,b
t3395,b,a,b
t3396,a,a,b
t3397,b,a,a
t3398,b,b,a
t3399,b,b,a
t3400,b,b,b
t3401,b,a,a
t3402,b,a,b
t3403,b,a,a
t3404,b,a,b
t3405,a,a,a
t3406,b,b,a
t3407,b,a,b
t3408,b,b,b
t3409,b,a,b
t3410,b,b,a
t3411,b,a,b
t3412,b,a,b
t3413,b,a,a
t3414,b,a,b
t3415,b,a,a
t3416,b,a,b
t3417,a,a,b
t3418,b,b,a
t3419,a,a,b
t3420,a,b,a
t3421,b,b,b
t3422,b,a,b
t3423,a,b,b
t3424,b,b,b
t3425,a,a,a
t3426,b,b,a
t3427,b,b,a
t3428,b,b,a
t3429,a,b,a
t3430,b,b,a
t3431,a,a,b
t3432,a,a,b
t3433,a,b,a
t3434,b,b,b
t3435,a,a,b
t3436,a,a,b
t3437,a,b,a
t3438,b,b,b
t3439,b,a,a
t3440,b,b,a
t3441,b,a,a
t3442,b,a,a
t3443,b,b,a
t3444,b,a,b
t3445,b,a,a
t3446,b,a,a
t3447,b,b,a
t3448,b,b,a
t3449,a,a,b
t3450,b,b,b
t3451,b,a,b
t3452,b,a,b
t3453,b,b,a
t3454,b,b,a
t3455,b,a,a
t3456,b,a,b
t3457,b,a,b
t3458,b,b,b
t3459,b,a,b
t3460,b,b,b
t3461,b,a,a
t3462,a,a,a
t3463,b,a,a
t3464,b,b,a
t3465,b,a,a
t3466,b,b,a
t3467,b,b,b
t3468,b,b,b
t3469,b,b,b
t3470,b,b,b
t3471,b,a,a
t3472,b,a,a
t3473,b,b,a
t3474,b,b,a
t3475,b,a,b
t3476,a,a,b
t3477,b,b,a
t3478,b,a,b
t3479,a,a,b
t3480,b,b,b
t3481,a,a,a
t3482,b,a,a
t3483,b,b,b
t3484,b,b,a
t3485,b,a,a
t3486,b,b,b
t3487,b,b,b
t3488,b,b,b
t3489,b,b,a
t3490,b,b,a
t3491,a,a,b
t3492,a,a,b
t3493,a,b,a
t3494,b,b,a
t3495,b,a,a
t3496,b,a,a
t3497,b,a,b
t3498,b,a,a
t3499,b,a,b
t3500,b,b,a
t3501,b,a,b
t3502,b,a,b
t3503,b,b,b
t3504,b,b,b
t3505,b,a,a
t3506,b,a,a
t3507,b,a,b
t3508,b,b,b
t3509,b,a,a
t3510,b,b,a
t3511,b,a,b
t3512,b,a,b
t3513,b,a,a
t3514,b,b,a
t3515,b,a,a
t3516,b,a,b
t3517,b,b,a
t3518,b,b,a
t3519,b,a,b
t3520,b,b,a
t3521,b,a,a
t3522,b,a,a
t3523,b,a,b
t3524,b,b,b
t3525,b,a,a
t3526,b,b,a
t3527,b,b,a
t3528,b,a,a
t3529,b,a,b
t3530,b,b,b
t3531,b,a,b
t3532,b,b,b
t3533,b,a,a
t3534,b,b,a
t3535,b,b,b
t3536,b,a,b
t3537,b,a,b
t3538,b,b,a
t3539,b,a,b
t3540,b,b,b
t3541,b,a,a
t3542,b,a,a
t3543,b,b,a
t3544,b,b,a
t3545,b,a,a
t3546,b,a,a
t3547,b,b,b
t3548,b,b,b
t3549,b,a,a
t3550,b,b,b
t3551,b,a,b
t3552,b,a,a
t3553,b,b,a
t3554,b,b,a
t3555,b,a,b
t3556,b,b,b
t3557,b,b,a
t3558,b,b,a
t3559,b,b,b
t3560,b,b,b
t3561,b,a,a
t3562,b,a,a
t3563,b,a,b
t3564,b,b,b
t3565,b,a,a
t3566,b,a,a
t3567,b,b,b
t3568,b,b,b
t3569,b,a,b
t3570,b,b,a
t3571,b,a,b
t3572,b,a,b
t3573,b,b,a
t3574,b,b,a
t3575,b,a,a
t3576,b,a,b
t3577,b,b,a
t3578,b,b,a
t3579,b,a,b
t3580,b,b,a
t3581,a,a,a
t3582,b,a,b
t3583,b,b,b
t3584,b,b,b
t3585,b,a,a
t3586,b,a,a
t3587,b,a,b
t3588,b,b,b
t3589,a,b,a
t3590,b,b,a
t3591,b,b,b
t3592,b,a,b
t3593,b,b,a
t3594,b,b,a
t3595,b,a,b
t3596,a,a,b
t3597,b,b,a
t3598,b,a,a
t3599,b,a,b
t3600,b,b,a
t3601,b,a,a
t3602,b,a,a
t3603,b,a,b
t3604,b,a,b
t3605,a,a,a
t3606,b,a,a
t3607,b,b,a
t3608,b,b,a
t3609,b,b,b
t3610,b,b,b
t3611,b,b,b
t3612,b,a,a
t3613,a,b,a
t3614,b,b,a
t3615,a,a,b
t3616,b,b,b
t3617,b,a,b
t3618,b,b,a
t3619,b,b,b
t3620,b,b,a
t3621,b,a,b
t3622,a,a,a
t3623,b,b,a
t3624,b,b,a
t3625,b,a,a
t3626,b,b,a
t3627,b,a,b
t3628,b,b,b
t3629,b,b,a
t3630,b,b,b
t3631,b,b,a
t3632,b,a,b
t3633,b,b,b
t3634,a,a,b
t3635,b,a,b
t3636,b,a,b
t3637,b,b,a
t3638,b,b,a
t3639,a,a,b
t3640,b,b,b
t3641,a,b,a
t3642,a,a,a
t3643,a,a,b
t3644,b,b,a
t3645,a,a,a
t3646,a,b,a
t3647,a,a,b
t3648,b,b,b
t3649,a,a,a
t3650,b,b,a
t3651,a,b,b
t3652,b,a,b
t3653,a,a,a
t3654,a,a,a
t3655,b,a,a
t3656,b,a,b
t3657,a,a,b
t3658,b,b,b
t3659,b,b,b
t3660,b,b,a
t3661,b,a,b
t3662,b,a,b
t3663,b,b,b
t3664,b,b,b
t3665,a,a,a
t3666,b,a,a
t3667,b,b,b
t3668,b,b,a
t3669,a,b,a
t3670,b,b,a
t3671,b,a,a
t3672,b,a,b
t3673,b,b,a
t3674,b,a,a
t3675,b,a,b
t3676,b,a,b
t3677,a,a,a
t3678,b,b,b
t3679,b,a,b
t3680,b,a,a
t3681,b,a,a
t3682,b,a,a
t3683,b,b,a
t3684,b,b,b
t3685,a,a,a
t3686,b,a,a
t3687,b,b,a
t3688,b,b,b
t3689,b,a,a
t3690,b,b,b
t3691,b,b,a
t3692,a,a,b
t3693,b,b,a
t3694,b,b,b
t3695,b,a,b
t3696,b,a,b
t3697,b,b,b
t3698,b,b,a
t3699,b,a,b
t3700,b,b,b
t3701,a,a,b
t3702,a,a,a
t3703,b,a,a
t3704,b,a,a
t3705,a,a,a
t3706,b,b,a
t3707,b,a,b
t3708,b,b,a
t3709,b,a,a
t3710,b,b,b
t3711,a,a,a
t3712,a,a,a
t3713,b,a,b
t3714,b,b,a
t3715,b,a,b
t3716,a,a,a
t3717,b,a,b
t3718,b,b,a
t3719,b,a,b
t3720,b,b,b
t3721,b,a,a
t3722,b,a,a
t3723,a,a,b
t3724,b,a,b
t3725,b,a,a
t3726,a,a,a
t3727,a,a,a
t3728,b,b,b
t3729,b,a,b
t3730,a,b,a
t3731,b,a,b
t3732,a,a,b
t3733,b,a,b
t3734,b,b,b
t3735,b,a,b
t3736,b,b,b
t3737,a,a,b
t3738,b,b,a
t3739,b,a,b
t3740,b,b,a
t3741,a,a,a
t3742,b,a,a
t3743,b,b,b
t3744,b,b,b
t3745,a,a,a
t3746,b,a,b
t3747,a,b,a
t3748,b,b,a
t3749,b,a,a
t3750,b,b,b
t3751,a,a,a
t3752,b,a,b
t3753,b,a,a
t3754,b,b,b
t3755,b,a,b
t3756,a,a,b
t3757,b,a,a
t3758,b,b,a
t3759,b,b,a
t3760,b,a,a
t3761,a,a,a
t3762,b,a,a
t3763,b,a,a
t3764,a,a,b
t3765,b,a,a
t3766,b,a,a
t3767,a,a,a
t3768,b,b,a
t3769,b,a,b
t3770,b,b,a
t3771,a,b,b
t3772,b,a,a
t3773,b,b,a
t3774,b,b,a
t3775,b,a,b
t3776,b,a,b
t3777,b,b,b
t3778,b,b,a
t3779,b,a,b
t3780,b,b,a
t3781,a,a,a
t3782,b,a,a
t3783,b,a,a
t3784,b,b,a
t3785,b,a,a
t3786,b,b,a
t3787,b,a,b
t3788,b,b,b
t3789,b,b,a
t3790,b,b,b
t3791,b,a,a
t3792,a,a,b
t3793,b,a,a
t3794,b,b,a
t3795,b,a,b
t3796,b,b,b
t3797,b,a,a
t3798,b,b,a
t3799,b,a,b
t3800,b,b,b
t3801,b,b,a
t3802,b,a,a
t3803,a,b,b
t3804,b,b,a
t3805,b,a,a
t3806,b,a,a
t3807,a,b,b
t3808,b,b,b
t3809,b,b,a
t3810,b,b,a
t3811,a,a,a
t3812,b,a,b
t3813,b,b,a
t3814,b,b,b
t3815,b,a,a
t3816,b,a,b
t3817,a,a,b
t3818,b,b,a
t3819,b,a,b
t3820,b,b,a
t3821,b,a,a
t3822,a,a,b
t3823,b,a,b
t3824,b,b,a
t3825,b,a,a
t3826,b,a,a
t3827,b,a,b
t3828,b,b,b
t3829,b,a,a
t3830,b,b,a
t3831,b,a,b
t3832,b,a,b
t3833,b,b,a
t3834,b,a,b
t3835,b,a,b
t3836,b,a,b
t3837,b,b,a
t3838,b,b,b
t3839,b,a,b
t3840,b,b,a
t3841,a,a,b
t3842,b,a,a
t3843,b,b,a
t3844,b,b,b
t3845,b,a,a
t3846,b,a,b
t3847,b,b,a
t3848,b,b,a
t3849,b,b,b
t3850,b,b,a
t3851,b,b,b
t3852,a,a,a
t3853,a,a,b
t3854,b,b,a
t3855,b,b,b
t3856,b,b,b
t3857,b,b,a
t3858,b,b,a
t3859,b,a,b
t3860,b,b,b
t3861,b,a,b
t3862,b,a,a
t3863,b,b,a
t3864,b,b,a
t3865,b,a,a
t3866,b,b,a
t3867,b,a,b
t3868,b,b,a
t3869,b,b,a
t3870,b,b,b
t3871,b,a,a
t3872,b,a,a
t3873,b,b,a
t3874,b,a,b
t3875,b,a,b
t3876,b,a,b
t3877,b,a,b
t3878,b,b,a
t3879,b,a,b
t3880,b,b,b
t3881,b,a,b
t3882,b,a,a
t3883,b,a,b
t3884,b,b,a
t3885,b,a,a
t3886,b,a,a
t3887,b,a,b
t3888,b,b,b
t3889,b,a,b
t3890,b,b,a
t3891,a,b,b
t3892,b,a,a
t3893,b,b,a
t3894,b,b,b
t3895,b,a,b
t3896,b,a,b
t3897,a,b,b
t3898,b,b,b
t3899,b,a,b
t3900,b,b,a
t3901,a,a,a
t3902,b,a,a
t3903,b,a,b
t3904,b,a,b
t3905,a,a,b
t3906,b,b,a
t3907,a,a,a
t3908,b,b,b
t3909,b,b,a
t3910,b,b,a
t3911,a,b,b
t3912,b,a,b
t3913,b,b,a
t3914,b,a,a
t3915,b,a,b
t3916,b,a,b
t3917,b,b,a
t3918,b,b,b
t3919,b,b,b
t3920,b,b,a
t3921,b,b,a
t3922,b,a,a
t3923,b,b,b
t3924,b,b,b
t3925,b,a,a
t3926,b,a,a
t3927,b,a,a
t3928,b,b,a
t3929,b,b,a
t3930,b,b,a
t3931,b,b,b
t3932,b,a,a
t3933,b,a,b
t3934,b,a,a
t3935,b,a,b
t3936,b,a,b
t3937,b,b,a
t3938,b,b,b
t3939,b,a,b
t3940,b,b,a
t3941,b,b,a
t3942,b,a,a
t3943,b,a,a
t3944,b,a,a
t3945,b,b,b
t3946,b,a,a
t3947,b,a,a
t3948,b,b,b
t3949,b,a,a
t3950,b,b,b
t3951,b,b,a
t3952,b,a,a
t3953,b,b,b
t3954,a,a,b
t3955,b,a,b
t3956,b,a,b
t3957,b,a,b
t3958,b,b,a
t3959,b,a,a
t3960,b,b,b
t3961,b,b,a
t3962,b,a,a
t3963,b,a,b
t3964,b,a,b
t3965,b,a,a
t3966,b,b,b
t3967,b,a,b
t3968,b,b,b
t3969,b,b,b
t3970,b,b,a
t3971,a,a,b
t3972,b,a,b
t3973,b,a,a
t3974,b,b,b
t3975,b,a,b
t3976,b,b,a
t3977,b,a,a
t3978,b,a,a
t3979,b,b,b
t3980,b,b,a
t3981,b,a,a
t3982,b,a,b
t3983,b,a,b
t3984,b,b,b
t3985,b,a,b
t3986,b,b,a
t3987,b,a,a
t3988,b,b,b
t3989,a,a,a
t3990,b,a,a
t3991,b,b,b
t3992,b,a,b
t3993,b,a,b
t3994,b,b,b
t3995,b,a,a
t3996,b,a,b
t3997,a,b,a
t3998,b,b,a
t3999,b,a,b
t4000,a,a,b
t4001,b,b,a
t4002,b,b,a
t4003,a,b,b
t4004,a,b,a
t4005,a,a,a
t4006,b,b,a
t4007,b,b,a
t4008,a,b,a
t4009,b,b,b
t4010,a,a,b
t4011,a,b,b
t4012,b,b,a
t4013,a,a,a
t4014,a,b,a
t4015,b,a,b
t4016,a,a,b
t4017,a,a,b
t4018,a,b,a
t4019,b,b,b
t4020,a,a,b
t4021,a,a,a
t4022,b,b,a
t4023,a,b,a
t4024,b,b,a
t4025,b,b,b
t4026,a,b,a
t4027,a,a,b
t4028,a,a,b
t4029,b,b,a
t4030,a,a,b
t4031,a,b,a
t4032,b,b,b
t4033,a,b,a
t4034,a,b,a
t4035,a,a,b
t4036,a,a,b
t4037,a,a,a
t4038,a,a,a
t4039,b,b,a
t4040,a,a,b
t4041,a,b,b
t4042,b,b,b
t4043,a,a,b
t4044,a,a,b
t4045,a,a,a
t4046,a,a,a
t4047,b,b,b
t4048,a,a,a
t4049,b,b,b
t4050,a,a,a
t4051,b,b,a
t4052,b,b,b
t4053,a,b,a
t4054,a,a,a
t4055,b,b,a
t4056,b,b,a
t4057,a,b,a
t4058,a,a,a
t4059,b,b,b
t4060,a,a,a
t4061,a,b,a
t4062,a,b,b
t4063,a,a,b
t4064,a,b,a
t4065,a,a,a
t4066,a,b,a
t4067,a,b,a
t4068,a,b,b
t4069,b,b,a
t4070,a,a,a
t4071,b,b,b
t4072,b,b,b
t4073,a,b,a
t4074,a,b,b
t4075,a,b,b
t4076,a,a,b
t4077,b,b,a
t4078,a,a,a
t4079,b,b,a
t4080,a,a,a
t4081,b,b,a
t4082,b,b,a
t4083,a,a,b
t4084,a,b,b
t4085,b,b,a
t4086,a,a,a
t4087,a,b,a
t4088,a,a,a
t4089,b,b,a
t4090,a,a,b
t4091,a,a,b
t4092,b,b,a
t4093,a,b,a
t4094,a,a,a
t4095,a,b,b
t4096,a,b,b
t4097,b,b,a
t4098,a,a,a
t4099,b,b,b
t4100,a,a,a
t4101,b,b,a
t4102,b,b,a
t4103,a,a,a
t4104,a,b,a
t4105,b,b,b
t4106,a,a,a
t4107,a,b,a
t4108,a,a,b
t4109,b,b,a
t4110,a,a,b
t4111,a,a,a
t4112,b,b,b
t4113,a,b,b
t4114,a,b,a
t4115,a,a,b
t4116,a,a,b
t4117,a,b,a
t4118,a,a,a
t4119,b,b,b
t4120,a,a,b
t4121,b,b,a
t4122,b,b,a
t4123,a,a,b
t4124,a,b,a
t4125,a,a,a
t4126,a,a,a
t4127,a,b,a
t4128,a,a,b
t4129,b,b,b
t4130,a,a,a
t4131,a,b,b
t4132,b,b,b
t4133,a,a,a
t4134,a,b,b
t4135,a,a,a
t4136,a,a,b
t4137,a,b,b
t4138,a,a,b
t4139,b,b,b
t4140,a,a,a
t4141,a,b,b
t4142,b,b,a
t4143,a,a,a
t4144,a,a,b
t4145,a,b,a
t4146,a,b,a
t4147,b,b,a
t4148,a,a,b
t4149,b,b,a
t4150,a,a,a
t4151,a,a,b
t4152,b,b,b
t4153,a,a,a
t4154,a,a,b
t4155,a,a,a
t4156,b,a,b
t4157,a,a,a
t4158,a,a,b
t4159,b,b,b
t4160,b,a,a
t4161,b,a,a
t4162,b,b,a
t4163,a,b,a
t4164,a,b,a
t4165,a,b,a
t4166,a,b,a
t4167,a,b,a
t4168,a,b,a
t4169,b,b,a
t4170,a,a,b
t4171,b,b,b
t4172,b,b,b
t4173,a,a,a
t4174,a,a,a
t4175,a,b,b
t4176,a,a,b
t4177,a,b,b
t4178,a,b,a
t4179,b,a,b
t4180,a,a,b
t4181,b,b,a
t4182,b,b,a
t4183,a,a,a
t4184,a,b,a
t4185,a,b,a
t4186,a,a,a
t4187,a,b,b
t4188,a,b,b
t4189,b,a,a
t4190,a,a,b
t4191,b,b,b
